,enrollee_id,city_development_index,experience,company_size,last_new_job,training_hours,target
5967,17820,0.926,11,1,2,33,1.0
5968,32600,0.897,10,1,2,23,0.0
5969,10314,0.92,2,3,2,106,0.0
5971,9663,0.579,1,1,1,47,0.0
5972,22851,0.92,14,7,1,56,0.0
5973,18839,0.924,7,2,5,146,0.0
5974,25997,0.92,5,7,1,72,0.0
5975,7799,0.847,5,7,5,35,0.0
5976,13017,0.8270000000000001,17,3,1,30,0.0
5977,22750,0.624,3,2,1,150,1.0
5978,22784,0.8959999999999999,8,0,2,32,0.0
5979,18713,0.926,0,2,1,23,0.0
5980,15404,0.804,1,2,0,4,0.0
5981,17054,0.92,20,7,5,40,0.0
5984,11417,0.624,0,3,5,20,0.0
5985,22498,0.924,15,0,1,10,0.0
5987,19258,0.915,9,0,1,5,0.0
5988,16321,0.624,3,4,1,134,0.0
5989,12977,0.91,3,5,1,148,0.0
5990,25189,0.926,19,1,4,70,0.0
5991,10673,0.843,13,0,4,44,1.0
5993,20517,0.884,7,3,3,37,0.0
5996,25271,0.624,3,2,1,21,0.0
5997,1721,0.624,3,4,1,80,1.0
5998,4421,0.92,11,0,1,28,0.0
5999,16792,0.926,5,7,1,41,0.0
6000,3224,0.855,4,2,3,158,0.0
6001,21931,0.91,21,2,1,84,0.0
6002,23278,0.698,14,0,4,28,0.0
6003,22553,0.624,5,2,1,135,1.0
6004,25467,0.92,10,2,4,56,0.0
6005,2543,0.91,21,3,2,12,0.0
6006,23890,0.92,9,4,2,112,0.0
6010,14488,0.624,5,2,1,34,0.0
6015,11750,0.55,17,5,4,13,1.0
6018,32148,0.92,21,5,5,51,0.0
6019,1557,0.92,4,7,1,31,0.0
6020,26384,0.923,5,6,1,54,0.0
6022,6164,0.897,21,7,3,112,0.0
6023,3289,0.794,3,2,1,37,0.0
6024,47,0.91,5,2,1,14,0.0
6025,20952,0.897,7,2,2,30,0.0
6026,12541,0.924,11,2,1,54,0.0
6027,11147,0.92,4,3,1,114,0.0
6028,22915,0.84,19,3,1,102,0.0
6029,28697,0.92,4,3,1,33,0.0
6034,31820,0.624,2,2,1,10,1.0
6035,31985,0.926,3,5,0,34,0.0
6036,20138,0.855,21,6,0,55,0.0
6037,17913,0.55,3,3,1,62,0.0
6038,7929,0.893,6,1,4,5,0.0
6039,22466,0.802,7,7,1,334,0.0
6040,1903,0.92,17,7,5,158,0.0
6041,27528,0.92,8,3,3,8,0.0
6042,20439,0.939,11,2,2,17,0.0
6043,19512,0.855,16,1,1,182,0.0
6044,8857,0.91,8,2,1,110,0.0
6045,8453,0.897,18,3,1,47,0.0
6046,7197,0.92,7,3,1,22,0.0
6047,29534,0.848,0,2,1,57,0.0
6048,3740,0.624,7,5,1,15,1.0
6049,1823,0.624,11,7,1,57,1.0
6050,72,0.91,1,1,1,8,0.0
6051,2134,0.8270000000000001,6,0,5,29,0.0
6052,29320,0.91,15,7,5,147,0.0
6053,20022,0.92,21,2,2,100,0.0
6055,20584,0.8959999999999999,21,1,5,53,0.0
6056,29838,0.624,6,3,1,125,1.0
6058,5158,0.624,6,3,1,13,0.0
6059,32842,0.91,16,1,2,82,0.0
6060,22872,0.926,3,2,1,56,0.0
6061,641,0.92,1,4,1,154,0.0
6062,15003,0.92,11,5,2,51,0.0
6063,16383,0.698,9,4,5,78,1.0
6065,2839,0.926,16,6,2,8,0.0
6066,2948,0.91,15,3,2,52,0.0
6068,23264,0.913,21,5,4,78,0.0
6069,2571,0.897,5,7,1,11,0.0
6070,7746,0.624,7,2,2,20,0.0
6071,29170,0.92,16,5,5,22,0.0
6073,30714,0.92,3,7,1,64,0.0
6075,3199,0.92,10,5,3,16,0.0
6076,4887,0.913,21,2,5,56,0.0
6077,10475,0.92,3,6,1,114,0.0
6078,22059,0.91,16,2,1,43,0.0
6080,14007,0.8270000000000001,16,3,1,17,1.0
6081,1156,0.92,12,1,0,25,0.0
6082,422,0.698,21,7,5,18,0.0
6083,29972,0.8270000000000001,5,3,1,69,0.0
6084,20452,0.92,16,5,4,10,0.0
6086,12519,0.91,20,5,1,44,0.0
6087,1801,0.92,7,2,1,65,0.0
6088,8017,0.91,14,2,1,26,0.0
6090,16610,0.92,8,7,4,260,0.0
6093,14954,0.923,7,3,1,47,0.0
6094,26306,0.897,21,0,3,9,1.0
6095,4548,0.698,7,0,1,40,0.0
6096,29459,0.855,5,5,3,23,0.0
6097,10674,0.887,20,6,1,26,0.0
6098,26793,0.91,2,2,1,106,0.0
6099,25043,0.91,21,3,4,95,0.0
6100,13746,0.887,4,1,1,88,0.0
6102,6770,0.624,6,3,2,20,0.0
6103,24592,0.884,19,1,2,167,0.0
6105,33018,0.764,2,1,1,131,0.0
6106,14990,0.91,14,2,1,56,0.0
6107,27585,0.624,4,3,1,112,0.0
6108,33183,0.91,21,5,2,62,0.0
6109,16878,0.91,16,0,1,90,0.0
6110,12429,0.926,5,6,1,110,0.0
6111,13079,0.92,21,7,4,154,0.0
6113,6497,0.939,21,2,1,13,0.0
6114,23378,0.624,0,2,1,36,0.0
6116,21752,0.92,21,6,5,92,0.0
6117,22411,0.624,0,7,1,190,1.0
6118,18157,0.926,10,4,2,15,0.0
6120,24450,0.884,14,5,1,96,0.0
6122,1655,0.92,9,5,5,22,0.0
6124,19740,0.698,15,2,1,18,0.0
6128,29462,0.92,5,0,1,15,0.0
6129,15563,0.926,5,0,3,84,0.0
6130,29150,0.926,4,5,0,104,0.0
6131,25385,0.92,21,7,1,24,0.0
6132,26836,0.91,4,2,2,154,0.0
6133,512,0.92,10,4,1,3,0.0
6134,15114,0.91,10,6,1,21,0.0
6135,16384,0.836,9,0,2,14,0.0
6140,14221,0.698,18,3,1,22,0.0
6141,11309,0.92,11,3,3,84,0.0
6142,33286,0.624,2,4,1,75,1.0
6147,11370,0.92,21,7,1,10,1.0
6148,32583,0.926,14,4,1,23,0.0
6150,2143,0.624,15,2,3,77,1.0
6152,24872,0.624,2,2,1,21,1.0
6153,3870,0.698,6,0,1,59,0.0
6154,26994,0.923,21,3,1,126,0.0
6156,14013,0.92,5,4,3,20,0.0
6157,9750,0.624,0,7,1,16,1.0
6158,19563,0.926,5,2,1,11,0.0
6159,17216,0.802,3,5,1,92,0.0
6160,26538,0.767,0,4,1,89,0.0
6161,30473,0.624,8,5,1,48,1.0
6162,28516,0.92,3,3,2,34,1.0
6163,31638,0.91,21,7,5,44,0.0
6165,19698,0.92,6,1,1,34,0.0
6166,1820,0.5579999999999999,13,2,5,142,0.0
6167,15811,0.92,14,2,5,156,0.0
6168,24097,0.926,17,0,1,14,0.0
6170,21086,0.92,14,7,3,55,0.0
6173,384,0.92,9,5,5,102,0.0
6174,6483,0.8240000000000001,4,4,1,24,0.0
6176,24052,0.624,3,3,3,30,0.0
6178,30115,0.624,5,3,2,13,1.0
6179,29742,0.7659999999999999,5,1,1,39,0.0
6180,6022,0.91,21,1,5,60,0.0
6181,3781,0.92,6,7,2,50,1.0
6182,12522,0.6890000000000001,12,1,4,105,0.0
6184,7454,0.92,15,2,5,16,0.0
6187,19198,0.624,3,3,1,42,0.0
6188,32901,0.698,18,2,5,6,0.0
6189,27377,0.878,21,4,0,6,0.0
6191,28771,0.924,1,3,1,144,1.0
6193,27080,0.923,16,7,5,104,0.0
6194,54,0.754,8,3,1,34,0.0
6195,27224,0.878,21,5,2,9,0.0
6196,3956,0.92,20,3,1,46,0.0
6197,13073,0.897,4,5,1,37,0.0
6198,28134,0.895,18,4,1,20,0.0
6200,23028,0.92,15,0,1,29,0.0
6201,9172,0.926,21,2,3,18,0.0
6202,28638,0.624,3,2,2,6,1.0
6206,20396,0.789,8,3,5,11,0.0
6209,21274,0.92,21,7,2,145,1.0
6210,4340,0.91,11,2,4,68,0.0
6213,28894,0.887,19,2,1,128,0.0
6216,12057,0.926,13,3,5,107,0.0
6218,22431,0.624,6,2,5,6,0.0
6220,17830,0.698,3,5,1,42,0.0
6222,24479,0.92,16,3,0,142,0.0
6224,29216,0.802,15,0,5,61,0.0
6226,31204,0.91,5,1,1,30,1.0
6227,22764,0.698,2,3,1,73,1.0
6228,27260,0.91,21,4,1,95,1.0
6232,1044,0.855,21,7,5,42,0.0
6235,32634,0.92,7,7,5,61,0.0
6238,11407,0.624,6,7,2,42,1.0
6241,19640,0.624,21,3,2,55,0.0
6244,15583,0.926,9,4,1,32,0.0
6245,7604,0.92,1,3,1,81,0.0
6246,21994,0.92,8,2,2,81,0.0
6247,24935,0.624,5,5,1,123,0.0
6248,9246,0.743,5,2,1,72,0.0
6249,10165,0.92,3,4,2,19,0.0
6250,10492,0.884,15,7,5,25,0.0
6252,10061,0.92,13,5,5,29,0.0
6253,30302,0.624,6,3,4,163,0.0
6254,14854,0.897,18,3,1,50,0.0
6256,32869,0.92,11,5,5,92,1.0
6258,30664,0.897,5,7,2,7,1.0
6259,14234,0.836,19,3,1,14,0.0
6260,20271,0.915,5,1,1,72,0.0
6261,32174,0.924,13,3,1,70,0.0
6262,32213,0.92,21,2,1,90,0.0
6265,26504,0.92,21,7,2,11,0.0
6266,16777,0.802,12,3,5,47,0.0
6270,32206,0.624,2,2,2,43,0.0
6273,19623,0.924,13,2,1,196,0.0
6276,27251,0.924,9,2,1,7,0.0
6277,22919,0.8959999999999999,10,0,4,10,0.0
6278,15183,0.91,6,2,3,36,0.0
6280,12382,0.624,15,5,3,174,0.0
6283,25992,0.926,18,2,5,19,0.0
6284,18198,0.91,19,2,1,116,0.0
6285,7506,0.92,21,3,5,18,0.0
6286,8436,0.794,7,3,1,68,0.0
6287,21455,0.926,3,7,1,55,0.0
6288,28207,0.92,21,5,5,32,0.0
6289,21811,0.91,18,0,2,145,0.0
6290,17428,0.899,10,3,1,44,0.0
6291,19875,0.624,13,7,5,88,1.0
6292,29930,0.92,21,5,5,58,0.0
6293,2704,0.887,11,5,4,67,0.0
6294,30234,0.92,21,4,5,98,0.0
6296,10875,0.91,9,2,5,88,0.0
6297,28781,0.727,12,2,1,70,0.0
6298,13196,0.8270000000000001,15,2,5,31,0.0
6299,31427,0.738,16,0,3,174,0.0
6300,7037,0.8270000000000001,4,5,1,64,0.0
6303,6096,0.926,21,4,4,132,0.0
6305,32080,0.55,2,3,2,46,0.0
6306,7867,0.624,3,2,1,48,0.0
6307,26796,0.897,17,2,3,58,0.0
6309,10563,0.794,3,3,2,12,0.0
6310,1592,0.92,21,6,5,48,0.0
6311,11162,0.89,4,0,1,39,0.0
6312,18944,0.843,9,3,1,130,0.0
6313,19614,0.624,0,7,0,36,1.0
6316,32592,0.92,11,2,1,100,0.0
6319,11905,0.926,14,7,4,40,0.0
6321,31459,0.91,4,3,2,74,0.0
6322,32554,0.92,2,1,1,336,0.0
6325,14838,0.924,16,2,1,133,0.0
6327,9873,0.92,21,5,4,180,0.0
6329,19196,0.92,2,7,1,38,0.0
6330,5389,0.7759999999999999,1,1,1,89,0.0
6331,28410,0.92,21,6,1,36,0.0
6333,28739,0.91,2,0,1,9,0.0
6336,19373,0.92,2,2,1,35,0.0
6337,5791,0.939,21,6,1,30,0.0
6339,2030,0.866,15,3,1,26,0.0
6340,17691,0.926,21,7,5,13,0.0
6341,11652,0.91,21,7,5,56,0.0
6342,15405,0.91,10,5,2,51,0.0
6343,11284,0.926,16,7,1,19,0.0
6344,30923,0.92,21,2,5,11,0.0
6345,811,0.92,7,3,1,9,1.0
6347,21857,0.92,16,3,2,53,0.0
6348,1127,0.691,5,6,0,8,1.0
6349,16063,0.92,7,6,3,192,0.0
6350,14971,0.91,16,2,0,4,0.0
6351,29903,0.92,5,6,2,51,0.0
6352,9077,0.926,7,3,1,29,0.0
6353,11965,0.897,5,7,1,31,0.0
6355,31974,0.92,21,3,1,162,0.0
6356,4048,0.926,18,3,1,13,0.0
6357,32874,0.91,19,7,5,86,0.0
6359,4303,0.92,21,5,5,43,0.0
6361,27828,0.624,4,2,2,30,0.0
6362,13474,0.624,14,5,4,56,1.0
6363,20757,0.926,5,7,1,8,1.0
6364,20534,0.926,17,2,4,26,0.0
6365,24949,0.6659999999999999,9,3,1,1,0.0
6366,13770,0.555,2,3,1,25,0.0
6367,4275,0.884,21,1,5,218,0.0
6368,8195,0.91,2,2,1,84,0.0
6369,3537,0.897,6,3,1,98,0.0
6370,14537,0.698,1,1,1,32,0.0
6372,2617,0.91,2,3,1,28,0.0
6375,10043,0.926,12,2,5,314,0.0
6378,4341,0.5579999999999999,6,1,2,51,1.0
6379,20974,0.92,3,2,2,24,0.0
6382,18051,0.926,21,3,5,46,0.0
6384,32067,0.624,10,3,1,107,1.0
6385,11547,0.7759999999999999,2,1,1,15,0.0
6386,16071,0.527,7,4,1,20,1.0
6387,19912,0.6659999999999999,6,2,1,134,0.0
6389,17784,0.5579999999999999,6,1,1,204,0.0
6390,32872,0.74,3,7,1,102,0.0
6391,4733,0.92,21,5,4,96,0.0
6393,17640,0.884,19,6,2,46,0.0
6394,20740,0.939,3,3,2,64,1.0
6395,25588,0.903,21,5,5,54,0.0
6396,12986,0.698,12,3,2,16,0.0
6398,6646,0.897,10,7,1,26,0.0
6401,7460,0.763,8,0,1,56,0.0
6402,8830,0.92,21,5,1,30,0.0
6403,1877,0.92,21,3,5,45,0.0
6404,27315,0.7659999999999999,8,3,1,68,0.0
6405,2874,0.8270000000000001,18,7,5,49,1.0
6407,28909,0.92,0,3,1,76,0.0
6408,14947,0.884,10,3,1,21,0.0
6411,17003,0.91,20,7,5,78,0.0
6414,786,0.92,5,7,2,94,1.0
6415,21180,0.915,15,5,0,28,0.0
6416,20458,0.893,14,3,1,15,1.0
6417,21622,0.624,3,3,1,107,1.0
6418,31719,0.91,21,3,2,100,0.0
6419,10838,0.865,14,0,0,57,0.0
6420,18246,0.55,6,1,0,89,1.0
6423,4031,0.855,18,2,5,66,0.0
6424,25120,0.624,4,7,0,12,0.0
6427,27092,0.926,10,5,4,28,0.0
6428,25299,0.897,21,7,5,64,0.0
6430,117,0.91,5,1,1,117,0.0
6431,1752,0.698,18,2,1,28,0.0
6432,726,0.949,13,1,4,35,0.0
6433,9653,0.91,21,0,5,66,0.0
6435,27197,0.91,21,7,5,210,0.0
6436,25078,0.767,10,5,1,39,0.0
6439,1958,0.92,12,7,4,114,1.0
6440,28104,0.92,11,2,2,82,0.0
6441,1665,0.92,3,1,1,110,0.0
6443,9220,0.893,19,5,0,188,0.0
6444,6472,0.624,4,2,1,109,1.0
6445,4140,0.865,21,2,0,156,0.0
6447,32903,0.926,21,2,5,15,0.0
6448,18548,0.624,6,0,0,98,0.0
6453,2920,0.92,14,7,1,153,0.0
6454,21551,0.897,6,5,1,41,0.0
6455,1700,0.624,2,3,1,54,0.0
6456,17296,0.624,0,1,0,23,0.0
6457,31087,0.913,6,7,4,9,0.0
6460,16701,0.91,10,7,1,29,0.0
6461,30011,0.897,6,7,2,48,0.0
6463,5322,0.6659999999999999,7,2,1,158,0.0
6466,1954,0.913,14,5,1,218,0.0
6467,4400,0.92,6,3,2,43,0.0
6468,27803,0.939,16,5,1,40,0.0
6469,18765,0.91,10,3,2,72,0.0
6471,4537,0.624,4,7,2,250,1.0
6473,29306,0.843,14,0,2,14,0.0
6475,8678,0.698,3,7,1,35,0.0
6476,16600,0.91,21,2,5,106,0.0
6477,17907,0.897,21,2,5,90,0.0
6478,15143,0.92,6,5,1,18,0.0
6481,26027,0.939,21,5,2,27,0.0
6484,3108,0.926,21,0,4,43,0.0
6485,27020,0.92,17,7,5,43,0.0
6486,13581,0.698,8,4,3,52,0.0
6487,10849,0.884,21,7,1,167,0.0
6488,17273,0.91,12,7,3,18,0.0
6489,29602,0.926,9,2,1,128,0.0
6490,26833,0.698,1,1,1,47,0.0
6491,21431,0.624,7,4,3,39,1.0
6492,14416,0.762,0,0,0,58,0.0
6493,27599,0.624,5,7,4,62,0.0
6494,6101,0.899,7,5,1,42,0.0
6496,31436,0.624,5,5,3,72,0.0
6498,15186,0.92,7,5,0,218,0.0
6502,2369,0.939,10,2,2,61,0.0
6503,27168,0.6659999999999999,17,2,1,71,0.0
6504,9658,0.926,19,5,5,122,0.0
6506,3777,0.92,15,2,1,52,0.0
6508,11318,0.92,10,3,1,8,0.0
6509,25692,0.926,6,4,5,6,0.0
6510,20703,0.804,9,5,1,80,0.0
6514,29651,0.92,5,0,1,7,0.0
6516,31029,0.55,8,5,1,34,0.0
6519,11718,0.926,6,0,3,72,0.0
6520,15526,0.743,15,4,0,74,0.0
6521,20015,0.836,13,2,2,21,0.0
6522,24203,0.624,9,2,5,6,1.0
6523,26567,0.8270000000000001,9,3,1,31,0.0
6528,7607,0.5579999999999999,6,1,1,50,1.0
6529,13849,0.762,2,7,1,78,0.0
6531,30897,0.698,0,2,4,104,0.0
6533,6750,0.899,21,2,2,120,0.0
6534,17577,0.802,8,2,1,59,0.0
6535,28062,0.92,21,5,5,20,0.0
6537,23137,0.91,11,2,2,24,1.0
6540,31829,0.887,4,1,1,77,0.0
6541,23531,0.92,4,0,1,190,0.0
6542,15690,0.767,8,3,1,62,0.0
6544,30822,0.939,21,1,5,64,0.0
6546,3387,0.762,2,0,2,36,0.0
6547,20908,0.913,13,6,2,6,0.0
6548,26091,0.92,21,2,1,184,0.0
6552,231,0.762,4,6,1,52,1.0
6556,26428,0.624,1,1,0,20,0.0
6558,2414,0.624,11,7,0,45,1.0
6559,8340,0.767,7,1,1,91,0.0
6561,13881,0.775,10,1,1,37,0.0
6562,18943,0.924,21,6,4,64,0.0
6563,4276,0.92,2,7,1,92,0.0
6565,10876,0.887,21,2,0,67,0.0
6566,13389,0.836,7,2,2,17,0.0
6567,30990,0.624,5,3,2,104,1.0
6568,16069,0.92,6,6,1,38,0.0
6569,13634,0.691,10,7,2,86,0.0
6570,30144,0.91,21,3,3,158,0.0
6571,6423,0.698,21,1,5,42,0.0
6573,19429,0.624,7,7,0,6,0.0
6574,19250,0.92,7,4,1,50,0.0
6575,27408,0.92,10,7,2,43,0.0
6577,5554,0.92,13,3,2,22,0.0
6578,22505,0.624,8,3,2,47,1.0
6579,14822,0.926,2,5,0,35,0.0
6580,8060,0.802,1,2,1,112,0.0
6581,3600,0.899,3,2,2,39,0.0
6582,458,0.92,11,2,5,214,0.0
6584,2105,0.624,13,3,2,101,1.0
6585,13990,0.92,3,3,2,125,0.0
6589,30649,0.698,9,2,1,95,1.0
6590,17660,0.893,16,0,0,132,0.0
6592,30312,0.55,5,2,1,12,1.0
6593,3107,0.92,2,3,2,33,0.0
6594,13133,0.92,19,7,5,90,0.0
6595,28527,0.92,13,7,1,46,0.0
6597,32188,0.91,14,2,2,107,0.0
6598,8135,0.925,11,2,1,57,0.0
6602,27759,0.92,15,2,5,56,0.0
6603,24717,0.92,21,2,1,94,0.0
6606,22703,0.804,13,4,0,56,0.0
6607,24266,0.698,11,3,1,36,0.0
6608,13862,0.91,13,2,2,53,0.0
6609,21326,0.624,12,1,5,110,1.0
6610,69,0.624,2,2,1,23,1.0
6611,26684,0.926,5,5,1,152,0.0
6612,13560,0.624,5,3,1,80,0.0
6613,11197,0.92,21,1,1,41,0.0
6615,31091,0.884,12,7,1,101,0.0
6617,7277,0.698,5,2,1,17,0.0
6618,26267,0.92,8,3,1,112,0.0
6619,2779,0.926,15,5,4,53,0.0
6622,24314,0.698,21,1,5,23,0.0
6623,9767,0.92,12,6,1,106,0.0
6626,5617,0.624,7,3,1,78,0.0
6627,15001,0.92,7,2,2,11,0.0
6628,29650,0.92,15,4,3,36,0.0
6629,7472,0.92,10,4,1,178,0.0
6630,6070,0.884,6,1,1,89,0.0
6631,8065,0.91,1,7,1,28,0.0
6632,13638,0.804,13,5,3,60,0.0
6634,13614,0.91,2,3,2,160,0.0
6635,33083,0.848,10,2,0,27,0.0
6636,14483,0.624,5,2,2,31,0.0
6637,1048,0.92,7,5,2,48,0.0
6639,84,0.92,19,7,5,92,0.0
6641,6976,0.624,9,1,1,84,0.0
6642,29688,0.92,3,2,5,23,0.0
6644,13372,0.555,2,4,1,17,1.0
6645,886,0.897,11,1,5,32,1.0
6646,3244,0.693,11,2,4,116,0.0
6647,12131,0.887,15,3,3,10,0.0
6648,29133,0.92,6,4,2,55,0.0
6649,16397,0.804,14,0,1,6,0.0
6650,7219,0.92,1,7,1,112,0.0
6651,30106,0.92,13,6,5,12,0.0
6652,12652,0.924,11,5,0,33,0.0
6653,4512,0.804,10,0,5,19,0.0
6655,24287,0.624,8,0,0,31,1.0
6656,11262,0.926,19,3,2,42,0.0
6657,21320,0.624,9,2,1,9,0.0
6658,10225,0.92,21,3,3,180,0.0
6659,8716,0.92,12,7,1,77,0.0
6662,26546,0.89,21,5,3,34,0.0
6663,31332,0.92,5,2,1,31,0.0
6664,5716,0.884,11,3,1,167,0.0
6667,23417,0.926,14,5,2,23,0.0
6668,3494,0.897,10,2,1,47,0.0
6671,33163,0.8959999999999999,4,7,0,15,0.0
6672,5744,0.855,10,5,1,43,0.0
6676,15070,0.847,15,2,5,152,0.0
6677,12360,0.939,7,3,1,7,0.0
6678,29472,0.848,19,2,1,105,0.0
6681,27994,0.92,9,4,1,64,0.0
6682,14510,0.893,21,5,5,50,0.0
6683,9418,0.92,21,0,1,27,0.0
6684,13857,0.897,15,2,2,9,0.0
6685,2766,0.949,21,3,5,107,0.0
6686,15678,0.624,8,1,2,58,1.0
6688,19143,0.836,8,2,1,57,0.0
6689,15938,0.91,5,7,2,84,0.0
6691,3146,0.92,17,2,4,26,0.0
6693,27583,0.92,4,7,4,46,1.0
6694,7833,0.698,13,2,1,50,0.0
6695,15028,0.579,3,2,0,97,0.0
6696,31227,0.624,4,7,1,298,1.0
6697,8688,0.92,6,3,1,44,0.0
6698,15740,0.624,3,1,5,332,1.0
6699,2513,0.92,9,3,2,12,0.0
6700,1181,0.939,18,7,4,12,0.0
6701,18436,0.926,10,1,1,130,0.0
6704,11142,0.836,2,3,1,104,0.0
6705,24115,0.855,21,2,2,149,0.0
6706,30309,0.6890000000000001,7,4,1,103,0.0
6707,27271,0.92,16,1,1,80,0.0
6709,14513,0.926,2,3,1,29,0.0
6710,942,0.91,12,1,1,84,0.0
6713,25360,0.899,11,0,2,10,0.0
6715,23549,0.92,0,7,1,56,0.0
6717,18144,0.923,15,5,5,44,0.0
6718,7318,0.698,6,3,1,22,0.0
6720,509,0.92,10,2,2,8,0.0
6721,2405,0.743,6,5,1,4,0.0
6722,491,0.924,21,7,1,33,0.0
6723,27882,0.895,3,1,1,14,0.0
6724,25839,0.91,10,2,1,47,0.0
6725,25791,0.92,15,2,1,79,0.0
6727,9129,0.897,18,3,1,82,0.0
6728,11098,0.74,8,3,1,170,0.0
6729,19317,0.92,10,2,5,91,0.0
6730,2,0.92,15,7,3,128,1.0
6733,3412,0.92,6,5,4,105,0.0
6734,28174,0.92,15,4,1,109,0.0
6735,20658,0.91,15,0,5,38,0.0
6736,10918,0.92,15,5,1,48,0.0
6737,20699,0.754,16,6,3,48,0.0
6738,5695,0.91,11,7,1,152,0.0
6739,20346,0.92,1,0,1,78,0.0
6740,22949,0.91,8,2,1,182,0.0
6741,6649,0.926,17,0,3,15,0.0
6742,77,0.91,3,7,1,78,1.0
6744,20095,0.698,18,2,5,48,1.0
6746,8527,0.5579999999999999,1,0,0,198,0.0
6748,28037,0.804,19,4,2,72,0.0
6749,25956,0.92,19,7,2,91,0.0
6751,6554,0.624,2,1,1,23,0.0
6753,8828,0.645,13,2,1,96,0.0
6754,15827,0.887,2,0,0,102,0.0
6755,25781,0.915,16,0,3,77,0.0
6757,14311,0.92,6,3,1,27,0.0
6758,28658,0.624,14,7,0,83,0.0
6759,21537,0.624,5,3,0,62,1.0
6760,33328,0.926,13,1,1,97,0.0
6761,15446,0.926,6,2,2,108,0.0
6763,2104,0.899,21,3,5,32,0.0
6764,21602,0.887,21,1,5,91,0.0
6767,22145,0.92,10,1,3,11,0.0
6768,12651,0.926,16,3,5,42,0.0
6770,27082,0.624,17,3,1,72,0.0
6771,27527,0.92,7,2,1,22,0.0
6772,26410,0.92,6,1,5,112,0.0
6774,18826,0.91,17,5,1,3,0.0
6775,592,0.92,7,2,0,43,0.0
6776,20397,0.926,21,7,5,62,0.0
6777,1194,0.926,19,3,4,39,0.0
6781,8630,0.794,1,2,1,9,0.0
6784,15406,0.8240000000000001,10,0,1,91,0.0
6786,14466,0.624,4,3,2,43,1.0
6787,29709,0.887,10,3,1,113,0.0
6788,26205,0.92,12,7,2,72,0.0
6789,2173,0.855,20,4,1,60,0.0
6790,14401,0.738,11,7,3,37,0.0
6791,27138,0.949,13,2,5,28,0.0
6795,2818,0.926,10,2,2,25,1.0
6796,32173,0.624,2,3,1,140,1.0
6797,33066,0.887,21,3,5,12,0.0
6799,64,0.926,21,2,3,188,0.0
6800,25187,0.92,21,1,1,20,1.0
6801,13631,0.804,7,1,3,146,0.0
6802,3949,0.92,20,0,3,80,0.0
6803,13523,0.92,12,3,4,88,0.0
6804,3258,0.91,5,1,1,77,0.0
6805,4000,0.926,17,1,1,26,0.0
6806,25267,0.802,18,0,1,23,0.0
6807,12495,0.924,8,6,1,87,0.0
6808,28438,0.767,13,5,5,68,1.0
6809,11185,0.926,12,1,5,21,0.0
6810,32026,0.92,5,1,5,64,0.0
6812,25626,0.6659999999999999,21,3,5,112,0.0
6813,24113,0.743,21,3,5,16,0.0
6814,18957,0.926,18,3,3,147,0.0
6815,378,0.92,12,3,5,18,0.0
6816,16200,0.92,10,0,3,27,0.0
6817,555,0.92,16,7,4,32,0.0
6818,31833,0.624,8,2,1,18,0.0
6820,22719,0.884,13,3,1,100,0.0
6821,26212,0.913,21,7,5,124,0.0
6822,30146,0.939,8,3,5,130,1.0
6823,26926,0.924,15,2,3,6,0.0
6824,8525,0.743,4,2,2,17,0.0
6825,4526,0.55,9,2,5,77,0.0
6826,11321,0.92,18,3,5,244,0.0
6827,13255,0.556,6,1,1,46,1.0
6828,21590,0.624,2,0,1,46,1.0
6829,12995,0.92,6,2,2,12,0.0
6830,13455,0.939,11,2,1,98,0.0
6834,12281,0.698,16,6,3,135,0.0
6838,18121,0.898,9,2,1,10,0.0
6839,26102,0.856,21,2,5,194,0.0
6840,11761,0.68,5,2,1,39,0.0
6842,11826,0.92,14,2,1,48,0.0
6843,616,0.92,13,3,4,16,0.0
6844,26272,0.939,19,7,1,33,0.0
6845,8882,0.735,5,3,2,42,1.0
6850,10836,0.91,3,3,1,28,0.0
6854,25249,0.698,2,5,1,10,0.0
6855,28501,0.913,11,2,1,81,1.0
6856,5195,0.913,21,3,2,74,0.0
6857,24705,0.8959999999999999,0,0,1,22,0.0
6858,18724,0.847,10,3,4,149,0.0
6859,570,0.91,16,0,5,36,0.0
6860,7724,0.92,21,7,1,38,0.0
6861,30998,0.92,18,7,2,55,0.0
6862,13394,0.897,9,2,1,79,0.0
6865,19405,0.55,16,2,5,42,1.0
6868,20532,0.899,16,0,1,31,0.0
6869,30016,0.6659999999999999,20,2,5,107,0.0
6872,5688,0.624,6,3,1,14,1.0
6873,7927,0.89,8,3,0,38,0.0
6874,563,0.92,8,0,1,9,0.0
6875,13673,0.55,2,3,1,56,0.0
6876,15181,0.8270000000000001,7,3,4,18,0.0
6877,17813,0.897,21,7,5,52,0.0
6878,32204,0.939,17,7,1,32,0.0
6879,16646,0.884,15,2,4,36,0.0
6880,1035,0.92,5,5,5,101,0.0
6881,8715,0.92,8,3,5,52,0.0
6882,9783,0.92,14,5,5,33,0.0
6883,13410,0.624,2,6,1,5,1.0
6884,13129,0.92,15,4,3,51,0.0
6885,14040,0.92,9,7,2,56,0.0
6886,16367,0.624,8,2,1,44,0.0
6890,4634,0.624,3,0,0,38,1.0
6891,17765,0.92,7,7,5,246,0.0
6893,15058,0.55,3,1,1,322,0.0
6895,18508,0.939,15,7,5,7,1.0
